gamma,fit_time,tr_err,va_err,te_err,best_tr,best_te,name
0.0005,381.40577936172485,0.033360,0.039500,0.043800,False,False,rbf_50.0_0.0005_ovo
0.005,341.30403113365173,0.000160,0.019500,0.019900,False,False,rbf_50.0_0.005_ovo
0.025,638.4678900241852,0.000000,0.015000,0.015700,True,True,rbf_50.0_0.025_ovo
0.05,1467.9041483402252,0.000000,0.016700,0.017200,False,False,rbf_50.0_0.05_ovo
